终端MAC地址,终端类型,时间,终端行为,轨迹详细信息,终端IP地址,关联SSID,关联频段,关联信道,信号强度,VLAN,日志原文
42-A7-79-C0-94-25,无线,Fri Nov 07 18:57:21 CST 2025,上线 (关联成功),终端在AP 前湖北-天健园 (无线/前湖北/天健院) 关联成功,,Aruba-NCU,2.4G,,,,【syslog】<182>Nov  7 18:57:21 2025 ncu-wlan-master authmgr[2262]: <522035> <INFO> <ncu-wlan-master 10.1.0.13>  MAC=42:a7:79:c0:94:25 Station UP: BSSID=6c:f3:7f:3e:ba:05 ESSID=Aruba-NCU VLAN=963 AP-name=qhxq-TJY
42-A7-79-C0-94-25,无线,Fri Nov 07 18:57:21 CST 2025,上线 (关联成功),终端在AP 前湖北-天健园 (无线/前湖北/天健院) 关联成功,,Aruba-NCU,2.4G,,,,【syslog】<182>Nov  7 18:57:21 2025 ncu-wlan-master authmgr[2262]: <522035> <INFO> <ncu-wlan-master 10.1.0.13>  MAC=42:a7:79:c0:94:25 Station UP: BSSID=6c:f3:7f:3e:ba:05 ESSID=Aruba-NCU VLAN=963 AP-name=qhxq-TJY
42-AA-33-CE-A2-E4,无线,Fri Nov 07 19:19:13 CST 2025,上线 (获取IP地址成功),终端在AP 前湖北-建工楼-4f-02 (无线/前湖北/建工楼) 获取IP地址成功,10.210.199.182,NCUWLAN,5G,36,,,"【syslog】<182>Nov  7 19:19:13.929 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_CLIENT_SNOOPING: Detected client IP change: Client MAC: 42aa-33ce-a2e4, IP: 10.210.199.182, -NA-, -NA-, -NA-, Username: -NA-, AP name: qhxq-bq-jgl-4f-02, Radio ID: 1, Channel number: 36, SSID: NCUWLAN, BSSID: 741f-4ad6-bba2."
42-AB-CC-FB-E9-65,无线,Fri Nov 07 19:48:28 CST 2025,上线 (获取IP地址成功),终端在AP 东湖南-继教楼-204-C1 (无线/东湖南/继续教育学院) 获取IP地址成功,10.208.193.32,NCUWLAN,5G,149,,,"【syslog】<182>Nov  7 19:48:28.568 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_CLIENT_SNOOPING: Detected client IP change: Client MAC: 42ab-ccfb-e965, IP: 10.208.193.32, -NA-, -NA-, -NA-, Username: -NA-, AP name: DHN-JJL-204-C1, Radio ID: 2, Channel number: 149, SSID: NCUWLAN, BSSID: 78a1-3e62-7a60."
42-AB-CC-FB-E9-65,无线,Fri Nov 07 19:48:28 CST 2025,漫游,终端从AP 东湖南-继教楼-302-G4 ( 无线/东湖南/继续教育学院) 漫游到AP 东湖南-继教楼-204-C1 (无线/东湖南/继续教育学院),,,5G,,,,【syslog】<182>Nov  7 19:48:28.563 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_ROAM_SUCCESS: Client 42ab-ccfb-e965 roamed from BSSID bc31-e281-68e8 on AP DHN-JJL-302-G4 Radio ID 2 of AC IP 127.0.0.1 to BSSID 78a1-3e62-7a60 on AP DHN-JJL-204-C1 Radio ID 2 of AC IP 127.0.0.1 successfully.
42-AB-CC-FB-E9-65,无线,Fri Nov 07 19:47:32 CST 2025,漫游,终端从AP 东湖南-继教楼-302-G4 ( 无线/东湖南/继续教育学院) 漫游到AP 东湖南-继教楼-302-G4 (无线/东湖南/继续教育学院),,,5G,,,,【syslog】<182>Nov  7 19:47:32.775 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_ROAM_SUCCESS: Client 42ab-ccfb-e965 roamed from BSSID bc31-e281-68e8 on AP DHN-JJL-302-G4 Radio ID 2 of AC IP 127.0.0.1 to BSSID bc31-e281-68e0 on AP DHN-JJL-302-G4 Radio ID 1 of AC IP 127.0.0.1 successfully.
42-AB-CC-FB-E9-65,无线,Fri Nov 07 19:47:32 CST 2025,上线 (获取IP地址成功),终端在AP 东湖南-继教楼-302-G4 (无线/东湖南/继续教育学院) 获取IP地址成功,10.208.193.32,NCUWLAN,5G,149,,,"【syslog】<182>Nov  7 19:47:32.620 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_CLIENT_SNOOPING: Detected client IP change: Client MAC: 42ab-ccfb-e965, IP: 10.208.193.32, -NA-, -NA-, -NA-, Username: -NA-, AP name: DHN-JJL-302-G4, Radio ID: 1, Channel number: 149, SSID: NCUWLAN, BSSID: bc31-e281-68e0."
42-AB-CC-FB-E9-65,无线,Fri Nov 07 19:46:23 CST 2025,漫游,终端从AP 东湖南-继教楼-302-G4 ( 无线/东湖南/继续教育学院) 漫游到AP 东湖南-继教楼-302-G4 (无线/东湖南/继续教育学院),,,5G,,,,【syslog】<182>Nov  7 19:46:23.927 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_ROAM_SUCCESS: Client 42ab-ccfb-e965 roamed from BSSID bc31-e281-68e8 on AP DHN-JJL-302-G4 Radio ID 2 of AC IP 127.0.0.1 to BSSID bc31-e281-68e0 on AP DHN-JJL-302-G4 Radio ID 1 of AC IP 127.0.0.1 successfully.
42-AB-CC-FB-E9-65,无线,Fri Nov 07 19:46:22 CST 2025,上线 (关联成功),终端在AP 东湖南-继教楼-302-G4 (无线/东湖南/继续教育学院) 关联成功,,NCUWLAN,2.4G,,,,【syslog】<182>Nov  7 19:46:22.104 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_CLIENT_ONLINE: Client 42ab-ccfb-e965 went online from BSS bc31-e281-68e8 vlan 972 with SSID NCUWLAN on AP DHN-JJL-302-G4 Radio ID 2. State changed to Run.
42-AB-CC-FB-E9-65,无线,Fri Nov 07 19:46:22 CST 2025,上线 (获取IP地址成功),终端在AP 东湖南-继教楼-302-G4 (无线/东湖南/继续教育学院) 获取IP地址成功,10.208.193.32,NCUWLAN,2.4G,6,,,"【syslog】<182>Nov  7 19:46:22.098 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_CLIENT_SNOOPING: Detected client IP change: Client MAC: 42ab-ccfb-e965, IP: 10.208.193.32, -NA-, -NA-, -NA-, Username: -NA-, AP name: DHN-JJL-302-G4, Radio ID: 2, Channel number: 6, SSID: NCUWLAN, BSSID: bc31-e281-68e8."
42-AB-CC-FB-E9-65,无线,Fri Nov 07 19:40:23 CST 2025,上线 (获取IP地址成功),终端在AP 东湖南-继教楼-302-G4 (无线/东湖南/继续教育学院) 获取IP地址成功,10.208.193.32,NCUWLAN,5G,149,,,"【syslog】<182>Nov  7 19:40:23.472 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_CLIENT_SNOOPING: Detected client IP change: Client MAC: 42ab-ccfb-e965, IP: 10.208.193.32, -NA-, -NA-, -NA-, Username: -NA-, AP name: DHN-JJL-302-G4, Radio ID: 1, Channel number: 149, SSID: NCUWLAN, BSSID: bc31-e281-68e0."
42-AB-CC-FB-E9-65,无线,Fri Nov 07 19:40:23 CST 2025,漫游,终端从AP 东湖南-继教楼-302-G4 ( 无线/东湖南/继续教育学院) 漫游到AP 东湖南-继教楼-302-G4 (无线/东湖南/继续教育学院),,,5G,,,,【syslog】<182>Nov  7 19:40:23.428 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_ROAM_SUCCESS: Client 42ab-ccfb-e965 roamed from BSSID bc31-e281-68e8 on AP DHN-JJL-302-G4 Radio ID 2 of AC IP 127.0.0.1 to BSSID bc31-e281-68e0 on AP DHN-JJL-302-G4 Radio ID 1 of AC IP 127.0.0.1 successfully.
42-AB-CC-FB-E9-65,无线,Fri Nov 07 19:39:43 CST 2025,漫游,终端从AP 东湖南-继教楼-302-G4 ( 无线/东湖南/继续教育学院) 漫游到AP 东湖南-继教楼-302-G4 (无线/东湖南/继续教育学院),,,2.4G,,,,【syslog】<182>Nov  7 19:39:43.070 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_ROAM_SUCCESS: Client 42ab-ccfb-e965 roamed from BSSID bc31-e281-68e0 on AP DHN-JJL-302-G4 Radio ID 1 of AC IP 127.0.0.1 to BSSID bc31-e281-68e8 on AP DHN-JJL-302-G4 Radio ID 2 of AC IP 127.0.0.1 successfully.
42-AB-CC-FB-E9-65,无线,Fri Nov 07 19:39:43 CST 2025,上线 (获取IP地址成功),终端在AP 东湖南-继教楼-302-G4 (无线/东湖南/继续教育学院) 获取IP地址成功,10.208.193.32,NCUWLAN,2.4G,6,,,"【syslog】<182>Nov  7 19:39:43.059 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_CLIENT_SNOOPING: Detected client IP change: Client MAC: 42ab-ccfb-e965, IP: 10.208.193.32, -NA-, -NA-, -NA-, Username: -NA-, AP name: DHN-JJL-302-G4, Radio ID: 2, Channel number: 6, SSID: NCUWLAN, BSSID: bc31-e281-68e8."
42-AB-CC-FB-E9-65,无线,Fri Nov 07 19:31:52 CST 2025,上线 (关联成功),终端在AP 东湖南-继教楼-302-G4 (无线/东湖南/继续教育学院) 关联成功,,NCUWLAN,2.4G,,,,【syslog】<182>Nov  7 19:31:52.879 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_CLIENT_ONLINE: Client 42ab-ccfb-e965 went online from BSS bc31-e281-68e8 vlan 972 with SSID NCUWLAN on AP DHN-JJL-302-G4 Radio ID 2. State changed to Run.
42-AB-CC-FB-E9-65,无线,Fri Nov 07 19:29:48 CST 2025,漫游,终端从AP 东湖南-继教楼-302-G4 ( 无线/东湖南/继续教育学院) 漫游到AP 东湖南-继教楼-302-G4 (无线/东湖南/继续教育学院),,,5G,,,,【syslog】<182>Nov  7 19:29:48.089 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_ROAM_SUCCESS: Client 42ab-ccfb-e965 roamed from BSSID bc31-e281-68e8 on AP DHN-JJL-302-G4 Radio ID 2 of AC IP 127.0.0.1 to BSSID bc31-e281-68e0 on AP DHN-JJL-302-G4 Radio ID 1 of AC IP 127.0.0.1 successfully.
42-AB-CC-FB-E9-65,无线,Fri Nov 07 19:29:40 CST 2025,上线 (关联成功),终端在AP 东湖南-继教楼-302-G4 (无线/东湖南/继续教育学院) 关联成功,,NCUWLAN,2.4G,,,,【syslog】<182>Nov  7 19:29:40.520 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_CLIENT_ONLINE: Client 42ab-ccfb-e965 went online from BSS bc31-e281-68e8 vlan 972 with SSID NCUWLAN on AP DHN-JJL-302-G4 Radio ID 2. State changed to Run.
42-AB-CC-FB-E9-65,无线,Fri Nov 07 19:28:52 CST 2025,上线 (关联成功),终端在AP 东湖南-继教楼-302-G4 (无线/东湖南/继续教育学院) 关联成功,,NCUWLAN,5G,,,,【syslog】<182>Nov  7 19:28:52.967 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_CLIENT_ONLINE: Client 42ab-ccfb-e965 went online from BSS bc31-e281-68e0 vlan 972 with SSID NCUWLAN on AP DHN-JJL-302-G4 Radio ID 1. State changed to Run.
42-AB-CC-FB-E9-65,无线,Fri Nov 07 19:25:49 CST 2025,漫游,终端从AP 东湖南-继教楼-302-G4 ( 无线/东湖南/继续教育学院) 漫游到AP 东湖南-继教楼-302-G4 (无线/东湖南/继续教育学院),,,5G,,,,【syslog】<182>Nov  7 19:25:49.508 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_ROAM_SUCCESS: Client 42ab-ccfb-e965 roamed from BSSID bc31-e281-68e8 on AP DHN-JJL-302-G4 Radio ID 2 of AC IP 127.0.0.1 to BSSID bc31-e281-68e0 on AP DHN-JJL-302-G4 Radio ID 1 of AC IP 127.0.0.1 successfully.
42-AB-CC-FB-E9-65,无线,Fri Nov 07 19:24:59 CST 2025,上线 (关联成功),终端在AP 东湖南-继教楼-302-G4 (无线/东湖南/继续教育学院) 关联成功,,NCUWLAN,2.4G,,,,【syslog】<182>Nov  7 19:24:59.538 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_CLIENT_ONLINE: Client 42ab-ccfb-e965 went online from BSS bc31-e281-68e8 vlan 972 with SSID NCUWLAN on AP DHN-JJL-302-G4 Radio ID 2. State changed to Run.
42-AB-CC-FB-E9-65,无线,Fri Nov 07 19:21:06 CST 2025,下线,终端在AP 东湖南-继教楼-204-C1 (无线/东湖南/继续教育学院) 下线,,NCUWLAN,5G,,,,【syslog】<182>Nov  7 19:21:06.583 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_CLIENT_OFFLINE: Client 42ab-ccfb-e965 went offline from BSS 78a1-3e62-7a50 with SSID NCUWLAN on AP DHN-JJL-204-C1 Radio ID 1. State changed to Unauth. Reason:AP triggered (reconnection upon weak client signal triggered client logoff).
42-AB-CC-FB-E9-65,无线,Fri Nov 07 19:11:54 CST 2025,上线 (获取IP地址成功),终端在AP 东湖南-继教楼-204-C1 (无线/东湖南/继续教育学院) 获取IP地址成功,10.208.193.32,NCUWLAN,5G,36,,,"【syslog】<182>Nov  7 19:11:54.763 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_CLIENT_SNOOPING: Detected client IP change: Client MAC: 42ab-ccfb-e965, IP: 10.208.193.32, -NA-, -NA-, -NA-, Username: -NA-, AP name: DHN-JJL-204-C1, Radio ID: 1, Channel number: 36, SSID: NCUWLAN, BSSID: 78a1-3e62-7a50."
42-AC-11-C3-17-48,无线,Fri Nov 07 19:24:58 CST 2025,漫游,终端从AP 前湖北-机电楼-D609-1 ( 无线/前湖北/机电楼) 漫游到AP 前湖北-机电楼-D107B-4口光 (无线/前湖北/机电楼),,NCUWLAN,2.4G,,-93 dBm,,【syslog】<181>Nov 07 2025 19:24:58.840.2+08:00 NCU_HW_AC1 %%01WSTA/5/IWAP_LOG_CLIENT_INFO_ROAM_OR_OFFLINE_INFO(l)[17797297]:[IWAP_CLIENT_INFO_ROAM_INFO]ACMAC:6c-34-91-f3-7a-f9;ACNAME:NCU_HW_AC1;CurrentAPMAC:50-9a-88-18-02-e0;CurrentAPNAME:QHB-JDL-D107B-4口光;CurrentRSSI(dBm):-93;APMAC:dc-a7-82-0c-70-30;APNAME:QHB-JDL-D609-1;RADIO:0;BAND:2.4G;SSID:NCUWLAN;ACCESS TYPE:Open;USER:42ac11c31748;MAC:42-ac-11-c3-17-48;TIME:1762514698;ZONE:UTC+0800;DAYLIGHT:false;ERRCODE:0;RESULT:Success;OnlineTime(s):18;UpPacketNum:2;UpByte:180;DownPacketNum:5;DownByte:218;RSSI(dBm):-91;
42-AC-11-C3-17-48,无线,Fri Nov 07 19:24:58 CST 2025,上线 (关联成功),终端在AP 前湖北-机电楼-D107B-4口光 (无线/前湖北/机电楼) 关联成功,,NCUWLAN,2.4G,,,,【syslog】<182>Nov 07 2025 19:24:58.840.1+08:00 NCU_HW_AC1 %%01WSTA/6/WLAN_LOG_USER(l)[17797296]:[WLAN_STA_INFO_AP_ASSOCIATE]ACMAC:6c-34-91-f3-7a-f9;ACNAME:NCU_HW_AC1;APMAC:50-9a-88-18-02-e0;APNAME:QHB-JDL-D107B-4口光;APIP:10.151.130.1;RADIO:0;BAND:2.4G;SSID:NCUWLAN;ACCESS TYPE:Open;USER:42ac11c31748;MAC:42-ac-11-c3-17-48;ASSOCDURATION:62222us;TIME:1762514698;ZONE:UTC+0800;DAYLIGHT:false;ERRCODE:0;RESULT:Success;
42-AC-11-C3-17-48,无线,Fri Nov 07 19:24:40 CST 2025,漫游,终端从AP 前湖北-机电楼-D605-1 ( 无线/前湖北/机电楼) 漫游到AP 前湖北-机电楼-D609-1 (无线/前湖北/机电楼),,NCUWLAN,2.4G,,-93 dBm,,【syslog】<181>Nov 07 2025 19:24:40.840.2+08:00 NCU_HW_AC1 %%01WSTA/5/IWAP_LOG_CLIENT_INFO_ROAM_OR_OFFLINE_INFO(l)[17797273]:[IWAP_CLIENT_INFO_ROAM_INFO]ACMAC:6c-34-91-f3-7a-f9;ACNAME:NCU_HW_AC1;CurrentAPMAC:dc-a7-82-0c-70-30;CurrentAPNAME:QHB-JDL-D609-1;CurrentRSSI(dBm):-93;APMAC:08-5c-1b-e5-23-00;APNAME:QHB-JDL-D605-1;RADIO:1;BAND:2.4G;SSID:NCUWLAN;ACCESS TYPE:Open;USER:42ac11c31748;MAC:42-ac-11-c3-17-48;TIME:1762514680;ZONE:UTC+0800;DAYLIGHT:false;ERRCODE:0;RESULT:Success;OnlineTime(s):8;UpPacketNum:0;UpByte:0;DownPacketNum:0;DownByte:0;RSSI(dBm):-81;
42-AC-11-C3-17-48,无线,Fri Nov 07 19:22:09 CST 2025,上线 (关联成功),终端在AP 前湖北-信工楼-A203-1 (无线/前湖北/信工楼) 关联成功,,NCUWLAN,5G,,,,【syslog】<182>Nov 07 2025 19:22:09.80.1+08:00 NCU_HW_AC1 %%01WSTA/6/WLAN_LOG_USER(l)[17797062]:[WLAN_STA_INFO_AP_ASSOCIATE]ACMAC:6c-34-91-f3-7a-f9;ACNAME:NCU_HW_AC1;APMAC:b4-14-e6-aa-66-60;APNAME:XGL-A203-1;APIP:10.133.0.43;RADIO:1;BAND:5G;SSID:NCUWLAN;ACCESS TYPE:Open;USER:42ac11c31748;MAC:42-ac-11-c3-17-48;ASSOCDURATION:9731us;TIME:1762514529;ZONE:UTC+0800;DAYLIGHT:false;ERRCODE:0;RESULT:Success;
42-AC-11-C3-17-48,无线,Fri Nov 07 19:20:30 CST 2025,漫游,终端从AP 前湖北-信工楼-A203-1 ( 无线/前湖北/信工楼) 漫游到AP 前湖北-信工楼-A204-1 (无线/前湖北/信工楼),,NCUWLAN,5G,,-42 dBm,,【syslog】<181>Nov 07 2025 19:20:30.840.4+08:00 NCU_HW_AC1 %%01WSTA/5/IWAP_LOG_CLIENT_INFO_ROAM_OR_OFFLINE_INFO(l)[17796917]:[IWAP_CLIENT_INFO_ROAM_INFO]ACMAC:6c-34-91-f3-7a-f9;ACNAME:NCU_HW_AC1;CurrentAPMAC:b4-14-e6-aa-66-a0;CurrentAPNAME:XGL-A204-1;CurrentRSSI(dBm):-42;APMAC:b4-14-e6-aa-66-60;APNAME:XGL-A203-1;RADIO:1;BAND:5G;SSID:NCUWLAN;ACCESS TYPE:Open;USER:42ac11c31748;MAC:42-ac-11-c3-17-48;TIME:1762514430;ZONE:UTC+0800;DAYLIGHT:false;ERRCODE:0;RESULT:Success;OnlineTime(s):40;UpPacketNum:868;UpByte:339192;DownPacketNum:793;DownByte:343921;RSSI(dBm):-74;
42-AC-11-C3-17-48,无线,Fri Nov 07 19:19:51 CST 2025,漫游,终端从AP 前湖北-信工楼-A205-1 ( 无线/前湖北/信工楼) 漫游到AP 前湖北-信工楼-A203-1 (无线/前湖北/信工楼),,NCUWLAN,5G,,-59 dBm,,【syslog】<181>Nov 07 2025 19:19:51.70.1+08:00 NCU_HW_AC1 %%01WSTA/5/IWAP_LOG_CLIENT_INFO_ROAM_OR_OFFLINE_INFO(l)[17796873]:[IWAP_CLIENT_INFO_ROAM_INFO]ACMAC:6c-34-91-f3-7a-f9;ACNAME:NCU_HW_AC1;CurrentAPMAC:b4-14-e6-aa-66-60;CurrentAPNAME:XGL-A203-1;CurrentRSSI(dBm):-59;APMAC:b4-14-e6-a8-d6-50;APNAME:XGL-A205-1;RADIO:1;BAND:5G;SSID:NCUWLAN;ACCESS TYPE:Open;USER:42ac11c31748;MAC:42-ac-11-c3-17-48;TIME:1762514391;ZONE:UTC+0800;DAYLIGHT:false;ERRCODE:0;RESULT:Success;OnlineTime(s):2141;UpPacketNum:10643;UpByte:2800673;DownPacketNum:17452;DownByte:9166301;RSSI(dBm):-61;
42-AC-11-C3-17-48,无线,Fri Nov 07 18:44:09 CST 2025,上线 (关联成功),终端在AP 前湖北-信工楼-A205-1 (无线/前湖北/信工楼) 关联成功,,NCUWLAN,5G,,,,【syslog】<182>Nov 07 2025 18:44:09.60.3+08:00 NCU_HW_AC1 %%01WSTA/6/WLAN_LOG_USER(l)[17794417]:[WLAN_STA_INFO_AP_ASSOCIATE]ACMAC:6c-34-91-f3-7a-f9;ACNAME:NCU_HW_AC1;APMAC:b4-14-e6-a8-d6-50;APNAME:XGL-A205-1;APIP:10.133.0.39;RADIO:1;BAND:5G;SSID:NCUWLAN;ACCESS TYPE:Open;USER:42ac11c31748;MAC:42-ac-11-c3-17-48;ASSOCDURATION:23391us;TIME:1762512249;ZONE:UTC+0800;DAYLIGHT:false;ERRCODE:0;RESULT:Success;
42-AD-5A-32-44-48,无线,Fri Nov 07 19:20:05 CST 2025,下线,终端在AP 前湖北-文法楼-2f-a-12 (无线/前湖北/文法楼) 下线,,NCUWLAN,2.4G,,,,【syslog】<182>Nov  7 19:20:05.607 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_CLIENT_OFFLINE: Client 42ad-5a32-4448 went offline from BSS 70f9-6d60-b5b2 with SSID NCUWLAN on AP qhxq-wfl-2f-a-12 Radio ID 2. State changed to Unauth. Reason: Client sends disassociation frame to go offline in run state: reason code=3.
42-AD-5A-32-44-48,无线,Fri Nov 07 19:19:52 CST 2025,上线 (关联成功),终端在AP 前湖北-文法楼-2f-a-12 (无线/前湖北/文法楼) 关联成功,,NCUWLAN,2.4G,,,,【syslog】<182>Nov  7 19:19:52.158 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_CLIENT_ONLINE: Client 42ad-5a32-4448 went online from BSS 70f9-6d60-b5b2 vlan 992 with SSID NCUWLAN on AP qhxq-wfl-2f-a-12 Radio ID 2. State changed to Run.
42-AE-CC-72-AE-E0,无线,Fri Nov 07 19:41:03 CST 2025,上线 (获取IP地址成功),终端在AP 前湖北-25栋-一站式学生服务中心-D-3 (无线/前湖北/一站式学生服务中心) 获取IP地址成功,10.202.126.177,NCUWLAN,2.4G,11,-64 dBm,,"【elog】{""sta_mac"":""42ae.cc72.aee0"",""sta_ip"":""10.202.126.177"",""sta_ipv6"":""240c:c901:2:6f93:6da5:3666:f04f:36fc"",""ap_mac"":""1082.3d4a.f67f"",""event"":""online"",""timestamp"":""2025-11-07 19:41:03"",""ssid"":""NCUWLAN"",""rssi"":-64,""radio_id"":1,""channel"":11,""radio_type"":""802.11b"",""ap_ip"":""222.204.8.69"",""ap_nasid"":"""",""ap_location"":""25栋一站式学生服务中心"",""ap_name"":""QHB-25D-YZSXSFWZX-D-3""}"
42-AE-CC-72-AE-E0,无线,Fri Nov 07 19:29:16 CST 2025,上线 (获取IP地址成功),终端在AP 前湖北-25栋-一站式学生服务中心-D-3 (无线/前湖北/一站式学生服务中心) 获取IP地址成功,10.202.126.177,NCUWLAN,2.4G,11,-72 dBm,,"【elog】{""sta_mac"":""42ae.cc72.aee0"",""sta_ip"":""10.202.126.177"",""sta_ipv6"":""240c:c901:2:6f93:e883:a20e:877:ea29"",""ap_mac"":""1082.3d4a.f67f"",""event"":""online"",""timestamp"":""2025-11-07 19:29:16"",""ssid"":""NCUWLAN"",""rssi"":-72,""radio_id"":1,""channel"":11,""radio_type"":""802.11b"",""ap_ip"":""222.204.8.69"",""ap_nasid"":"""",""ap_location"":""25栋一站式学生服务中心"",""ap_name"":""QHB-25D-YZSXSFWZX-D-3""}"
42-B0-3F-7F-5D-5E,无线,Fri Nov 07 19:33:32 CST 2025,下线,终端在AP 青山湖北-生物楼-2f-03 (无线/青山湖北/生物楼) 下线,,NCUWLAN,2.4G,,,,【syslog】<182>Nov  7 19:33:32.973 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_CLIENT_OFFLINE: Client 42b0-3f7f-5d5e went offline from BSS 5cdd-70bb-0b52 with SSID NCUWLAN on AP qshbq-sw-2f-03 Radio ID 2. State changed to Unauth. Reason: Client sends disassociation frame to go offline in run state: reason code=3.
42-BB-76-16-97-4D,无线,Fri Nov 07 19:19:39 CST 2025,上线 (获取IP地址成功),终端在AP 前湖北-图书馆-A0903-C2 (无线/前湖北/图书馆) 获取IP地址成功,10.202.236.44,NCUWLAN,5G,149,,,"【syslog】<182>Nov  7 19:19:39.013 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_CLIENT_SNOOPING: Detected client IP change: Client MAC: 42bb-7616-974d, IP: 10.202.236.44, -NA-, -NA-, -NA-, Username: -NA-, AP name: QHB-TSG-A0903-C2, Radio ID: 2, Channel number: 149, SSID: NCUWLAN, BSSID: 4073-4d56-81e0."
42-BB-76-16-97-4D,无线,Fri Nov 07 19:19:39 CST 2025,上线 (关联成功),终端在AP 前湖北-图书馆-A0903-C2 (无线/前湖北/图书馆) 关联成功,,NCUWLAN,5G,,,,【syslog】<182>Nov  7 19:19:39.009 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_CLIENT_ONLINE: Client 42bb-7616-974d went online from BSS 4073-4d56-81e0 vlan 992 with SSID NCUWLAN on AP QHB-TSG-A0903-C2 Radio ID 2. State changed to Run.
42-BB-76-16-97-4D,无线,Fri Nov 07 19:18:43 CST 2025,漫游,终端从AP 前湖北-前湖图书馆-9f-a0905-2 ( 无线/前湖北/图书馆) 漫游到AP 前湖北-图书馆-A0903-G1 (无线/前湖北/图书馆),,,2.4G,,,,【syslog】<182>Nov  7 19:18:43.399 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_ROAM_SUCCESS: Client 42bb-7616-974d roamed from BSSID 441a-fa05-4702 on AP qhtsg-9f-a0905-2 Radio ID 1 of AC IP 127.0.0.1 to BSSID 94a7-48d5-6050 on AP QHB-TSG-A0903-G1 Radio ID 3 of AC IP 127.0.0.1 successfully.
42-BB-76-16-97-4D,无线,Fri Nov 07 19:18:32 CST 2025,下线,终端在AP 前湖北-前湖图书馆-9f-a0905-2 (无线/前湖北/图书馆) 下线,,NCUWLAN,5G,,,,【syslog】<182>Nov  7 19:18:32.578 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_CLIENT_OFFLINE: Client 42bb-7616-974d went offline from BSS 441a-fa05-4702 with SSID NCUWLAN on AP qhtsg-9f-a0905-2 Radio ID 1. State changed to Unauth. Reason:AP triggered (reconnection upon weak client signal triggered client logoff).
42-BB-76-16-97-4D,无线,Fri Nov 07 19:18:29 CST 2025,上线 (关联成功),终端在AP 前湖北-前湖图书馆-9f-a0905-2 (无线/前湖北/图书馆) 关联成功,,NCUWLAN,5G,,,,【syslog】<182>Nov  7 19:18:29.403 2025 NCDX-AC-H3C %%10STAMGR/6/STAMGR_CLIENT_ONLINE: Client 42bb-7616-974d went online from BSS 441a-fa05-4702 vlan 992 with SSID NCUWLAN on AP qhtsg-9f-a0905-2 Radio ID 1. State changed to Run.
42-BF-D6-BD-B0-93,无线,Fri Nov 07 19:41:37 CST 2025,上线 (获取IP地址成功),终端在AP 28d0.f59a.ecff 获取IP地址成功,10.202.59.130,NCUWLAN,5G,60,-84 dBm,,"【elog】{""sta_mac"":""42bf.d6bd.b093"",""sta_ip"":""10.202.59.130"",""sta_ipv6"":""240c:c901:2:74ed:2922:be74:ed92:ee10"",""ap_mac"":""28d0.f59a.ecff"",""event"":""online"",""timestamp"":""2025-11-07 19:41:37"",""ssid"":""NCUWLAN"",""rssi"":-84,""radio_id"":3,""channel"":60,""radio_type"":""802.11a"",""ap_ip"":""10.161.64.32"",""ap_nasid"":"""",""ap_location"":"""",""ap_name"":""28d0.f59a.ecff""}"
42-BF-D6-BD-B0-93,无线,Fri Nov 07 19:39:42 CST 2025,上线 (获取IP地址成功),终端在AP 5416.51ab.d6b9 获取IP地址成功,0.0.0.0,NCUWLAN,5G,149,-73 dBm,,"【elog】{""sta_mac"":""42bf.d6bd.b093"",""sta_ip"":""0.0.0.0"",""sta_ipv6"":""240c:c901:2:74ed:2922:be74:ed92:ee10"",""ap_mac"":""5416.51ab.d6b9"",""event"":""online"",""timestamp"":""2025-11-07 19:39:42"",""ssid"":""NCUWLAN"",""rssi"":-73,""radio_id"":2,""channel"":149,""radio_type"":""802.11a"",""ap_ip"":""10.161.64.37"",""ap_nasid"":"""",""ap_location"":"""",""ap_name"":""5416.51ab.d6b9""}"
